trade_id,asset,direction,entry_ts,exit_ts,entry_price,exit_price,best_tf,best_period,confidence,pvt_r,leverage,position_usd,hard_sl,exit_reason,bars_held,duration_hours,pnl_pct,pnl_usd,peak_r
970,TRX,LONG,2024-10-24 06:00:00+00:00,2024-10-24 06:05:00+00:00,0.1633,0.16331905928214688,5m,74,0.9744479060173035,0.926967203617096,5,2500.0,0.16287142856146675,ADAPTIVE_TRAIL_HIT,1,0.08,0.0584,1.46,0.975
971,TRX,LONG,2024-10-24 07:00:00+00:00,2024-10-24 07:05:00+00:00,0.1631,0.16362426494314813,5m,92,0.975566029548645,0.9329598546028137,5,2500.0,0.16272499998218845,ADAPTIVE_TRAIL_HIT,1,0.08,1.6072,40.18,0.975
972,SOL,LONG,2024-10-24 12:00:00+00:00,2024-10-25 02:00:00+00:00,174.97,175.09228884573997,1h,176,0.9437260031700134,0.8922960162162781,3,1500.0,170.8967857670784,ADAPTIVE_TRAIL_HIT,14,14.0,0.2097,3.15,0.9505
973,TRX,LONG,2024-10-24 16:00:00+00:00,2024-10-24 17:00:00+00:00,0.1646,0.1645394447754221,1h,25,0.9560867547988892,0.9287991523742676,5,2500.0,0.163332142848894,ADAPTIVE_TRAIL_HIT,1,1.0,-0.1839,-4.6,0.9583
974,TRX,LONG,2024-10-24 17:00:00+00:00,2024-10-24 18:00:00+00:00,0.1647,0.16468648823081802,1h,26,0.9604880809783936,0.9367483854293823,5,2500.0,0.1634499999406282,ADAPTIVE_TRAIL_HIT,1,1.0,-0.041,-1.03,0.9599
975,TRX,LONG,2024-10-24 18:00:00+00:00,2024-10-24 18:05:00+00:00,0.1648,0.1649411939680296,5m,40,0.9644445180892944,0.9193316102027893,5,2500.0,0.16437142856146675,ADAPTIVE_TRAIL_HIT,1,0.08,0.4284,10.71,0.9638
976,TRX,LONG,2024-10-24 19:00:00+00:00,2024-10-24 20:00:00+00:00,0.1644,0.1649427265570253,1h,28,0.961711585521698,0.9466481804847717,5,2500.0,0.16320357143410946,ADAPTIVE_TRAIL_HIT,1,1.0,1.6506,41.27,0.961
977,TRX,LONG,2024-10-25 01:00:00+00:00,2024-10-25 02:00:00+00:00,0.1651,0.16540773206487447,1h,39,0.9637125730514526,0.9536869525909424,5,2500.0,0.16399285711105913,ADAPTIVE_TRAIL_HIT,1,1.0,0.932,23.3,0.9627
978,TRX,LONG,2024-10-25 02:00:00+00:00,2024-10-25 03:00:00+00:00,0.165,0.16557612726468562,1h,40,0.9637903571128845,0.9537367820739746,5,2500.0,0.16387500001932495,ADAPTIVE_TRAIL_HIT,1,1.0,1.7458,43.65,0.9653
979,TRX,LONG,2024-10-25 03:00:00+00:00,2024-10-25 04:00:00+00:00,0.1658,0.16573825919159343,1h,41,0.9662154912948608,0.9568399786949158,5,2500.0,0.16456785717788153,ADAPTIVE_TRAIL_HIT,1,1.0,-0.1862,-4.65,0.9674
980,ADA,SHORT,2024-10-25 05:00:00+00:00,2024-10-25 05:20:00+00:00,0.3414,0.342084230155114,5m,95,0.9148542284965515,0.9694733619689941,3,1500.0,0.34386428564423693,ADAPTIVE_TRAIL_HIT,4,0.33,-0.6013,-9.02,0.9155
981,ADA,SHORT,2024-10-25 06:00:00+00:00,2024-10-25 06:05:00+00:00,0.3432,0.3418877067594221,5m,107,0.9149937629699707,0.9731456637382507,3,1500.0,0.34505714292456396,ADAPTIVE_TRAIL_HIT,1,0.08,1.1471,17.21,0.9086
982,ADA,SHORT,2024-10-25 07:00:00+00:00,2024-10-25 08:30:00+00:00,0.3382,0.33986881939514646,30m,21,0.9284659624099731,0.9102544188499451,3,1500.0,0.3435750001825392,ADAPTIVE_TRAIL_HIT,3,1.5,-1.4803,-22.2,0.9286
983,ICP,LONG,2024-10-25 11:00:00+00:00,2024-10-25 11:05:00+00:00,8.505,8.513261788997676,5m,23,0.9563974142074585,0.9425084590911865,5,1875.0,8.396607146710158,ADAPTIVE_TRAIL_HIT,1,0.08,0.4857,9.11,0.9465
984,ADA,SHORT,2024-10-25 16:00:00+00:00,2024-10-25 16:30:00+00:00,0.3422,0.34122433451437634,30m,175,0.9045369029045105,0.9258331060409546,3,1500.0,0.3488249998053536,ADAPTIVE_TRAIL_HIT,1,0.5,0.8553,12.83,0.9045
985,DOT,SHORT,2024-10-25 16:00:00+00:00,2024-10-25 17:00:00+00:00,4.151,4.11231989733966,1h,124,0.9488669037818909,0.8928697109222412,3,1500.0,4.240642852544784,ADAPTIVE_TRAIL_HIT,1,1.0,2.7955,41.93,0.9491
986,HBAR,SHORT,2024-10-25 16:00:00+00:00,2024-10-25 16:05:00+00:00,0.0502,0.050199424854553976,5m,26,0.9341195821762085,0.9106041789054871,3,1500.0,0.05082500002968591,ADAPTIVE_TRAIL_HIT,1,0.08,0.0034,0.05,0.9371
987,ADA,SHORT,2024-10-25 17:00:00+00:00,2024-10-25 21:00:00+00:00,0.3376,0.3396075729168179,1h,89,0.9062296748161316,0.8911604881286621,3,1500.0,0.34751071457974614,ADAPTIVE_TRAIL_HIT,4,4.0,-1.784,-26.76,0.9111
988,DOT,SHORT,2024-10-25 17:00:00+00:00,2024-10-25 18:00:00+00:00,4.106,4.10911274584084,1h,125,0.9497891664505005,0.894087016582489,3,1500.0,4.203500002011657,ADAPTIVE_TRAIL_HIT,1,1.0,-0.2274,-3.41,0.9501
989,NEAR,SHORT,2024-10-25 17:00:00+00:00,2024-10-25 20:00:00+00:00,4.437,4.4665147574234805,1h,23,0.8721086382865906,0.8948589563369751,2,1000.0,4.595928576856852,ADAPTIVE_TRAIL_HIT,3,3.0,-1.3304,-13.3,0.8898
990,DOT,SHORT,2024-10-25 18:00:00+00:00,2024-10-25 19:00:00+00:00,4.097,4.105978532618068,1h,126,0.9507972002029419,0.8958237171173096,5,2500.0,4.201285711422563,ADAPTIVE_TRAIL_HIT,1,1.0,-1.0957,-27.39,0.9511
991,HBAR,SHORT,2024-10-25 18:00:00+00:00,2024-10-25 18:15:00+00:00,0.0494,0.04959038917946256,5m,51,0.9178171753883362,0.8341204524040222,3,1500.0,0.050078571450407616,ADAPTIVE_TRAIL_HIT,3,0.25,-1.1562,-17.34,0.9157
992,DOT,SHORT,2024-10-25 19:00:00+00:00,2024-10-25 20:00:00+00:00,4.096,4.102850438212207,1h,127,0.9517501592636108,0.8974664807319641,5,2500.0,4.199392861783505,ADAPTIVE_TRAIL_HIT,1,1.0,-0.8362,-20.91,0.952
993,HBAR,SHORT,2024-10-25 19:00:00+00:00,2024-10-25 19:15:00+00:00,0.0492,0.049316766835535104,5m,68,0.9255136251449585,0.8448721766471863,3,1500.0,0.050092857133294456,ADAPTIVE_TRAIL_HIT,3,0.25,-0.712,-10.68,0.9312
994,AVAX,SHORT,2024-10-25 20:00:00+00:00,2024-10-26 20:00:00+00:00,25.82,25.528794190042927,1h,127,0.9216645956039429,0.8650131225585938,3,1500.0,26.69499998509884,ADAPTIVE_TRAIL_HIT,24,24.0,3.3835,50.75,0.9236
995,DOT,SHORT,2024-10-25 20:00:00+00:00,2024-10-25 21:00:00+00:00,4.095,4.10079563654279,1h,128,0.9526785612106323,0.8990308046340942,5,2500.0,4.2007142857462165,ADAPTIVE_TRAIL_HIT,1,1.0,-0.7076,-17.69,0.9523
996,HBAR,SHORT,2024-10-25 20:00:00+00:00,2024-10-25 20:05:00+00:00,0.0491,0.049059938965521875,5m,80,0.9478008151054382,0.8587204217910767,3,1500.0,0.049778571450407615,ADAPTIVE_TRAIL_HIT,1,0.08,0.2448,3.67,0.9475
997,DOT,SHORT,2024-10-25 21:00:00+00:00,2024-10-25 22:00:00+00:00,4.123,4.097563599476303,1h,129,0.9529392719268799,0.9002597332000732,5,2500.0,4.2306785754412415,ADAPTIVE_TRAIL_HIT,1,1.0,3.0847,77.12,0.9532
998,HBAR,SHORT,2024-10-25 21:00:00+00:00,2024-10-25 21:05:00+00:00,0.0493,0.048926829591988866,5m,92,0.9407546520233154,0.8439138531684875,3,1500.0,0.04983571427997667,ADAPTIVE_TRAIL_HIT,1,0.08,2.2708,34.06,0.9377
999,SAND,SHORT,2024-10-25 21:00:00+00:00,2024-10-25 22:00:00+00:00,0.2598,0.2588800041392296,1h,137,0.9394718408584595,0.9342286586761475,3,1500.0,0.26842499990034846,ADAPTIVE_TRAIL_HIT,1,1.0,1.0624,15.94,0.9403
1000,NEAR,SHORT,2024-10-25 22:00:00+00:00,2024-10-25 22:30:00+00:00,4.408,4.395605025867681,30m,23,0.9403606653213501,0.8151354789733887,3,1500.0,4.544785712093115,ADAPTIVE_TRAIL_HIT,1,0.5,0.8436,12.65,0.947
1001,SAND,SHORT,2024-10-25 22:00:00+00:00,2024-10-27 02:00:00+00:00,0.2552,0.24844499960052083,1h,138,0.9408138394355774,0.934900164604187,3,1500.0,0.26400357169080524,ADAPTIVE_TRAIL_HIT,28,28.0,7.9408,119.11,0.9356
1002,MANA,SHORT,2024-10-25 22:00:00+00:00,2024-10-26 12:00:00+00:00,0.2981,0.2876032375874213,1h,35,0.8878159523010254,0.8437132239341736,2,1000.0,0.3084392859455198,ADAPTIVE_TRAIL_HIT,14,14.0,7.0424,70.42,0.857
1003,DOT,SHORT,2024-10-25 23:00:00+00:00,2024-10-26 11:00:00+00:00,3.996,4.051560231174154,1h,131,0.9542790651321411,0.8354412317276001,5,2500.0,4.141535711199046,ADAPTIVE_TRAIL_HIT,12,12.0,-6.952,-173.8,0.9565
1004,LINK,SHORT,2024-10-28 00:00:00+00:00,2024-10-28 01:00:00+00:00,10.95,10.829293617339028,1h,74,0.8618559241294861,0.8352579474449158,2,1000.0,11.214285709708928,ADAPTIVE_TRAIL_HIT,1,1.0,2.2047,22.05,0.8615
1005,LINK,SHORT,2024-10-28 01:00:00+00:00,2024-10-28 01:05:00+00:00,10.95,10.947253745420069,5m,25,0.9155712127685547,0.9370728731155396,3,1500.0,11.037500000372528,ADAPTIVE_TRAIL_HIT,1,0.08,0.0752,1.13,0.8915
1006,LINK,SHORT,2024-10-28 02:00:00+00:00,2024-10-28 02:05:00+00:00,10.9,10.916066585608098,5m,49,0.944296658039093,0.9608091115951538,3,1500.0,10.985714282467962,ADAPTIVE_TRAIL_HIT,1,0.08,-0.4422,-6.63,0.9419
1007,LINK,SHORT,2024-10-28 03:00:00+00:00,2024-10-28 03:05:00+00:00,10.92,10.884046193698442,5m,61,0.9535945653915405,0.9622203707695007,5,2500.0,11.00035714738071,ADAPTIVE_TRAIL_HIT,1,0.08,1.6462,41.16,0.9514
1008,SOL,LONG,2024-10-29 00:00:00+00:00,2024-10-29 00:05:00+00:00,177.91,178.6105350842114,5m,108,0.9269492626190186,0.8278570175170898,3,1500.0,176.5992856657505,ADAPTIVE_TRAIL_HIT,1,0.08,1.1813,17.72,0.9243
1009,SOL,LONG,2024-10-29 01:00:00+00:00,2024-10-29 01:05:00+00:00,178.13,178.72353257440648,5m,121,0.9137634634971619,0.8481777906417847,3,1500.0,176.64785719394683,ADAPTIVE_TRAIL_HIT,1,0.08,0.9996,14.99,0.9119
1010,SOL,LONG,2024-10-29 02:00:00+00:00,2024-10-29 07:00:00+00:00,180.84,179.65945461714145,1h,80,0.9075481295585632,0.84739089012146,3,1500.0,175.34535714626313,ADAPTIVE_TRAIL_HIT,5,5.0,-1.9584,-29.38,0.9147
1011,TRX,LONG,2024-10-30 04:00:00+00:00,2024-10-30 05:00:00+00:00,0.1667,0.16691350792836368,1h,22,0.9586636424064636,0.8419928550720215,5,2500.0,0.1654142857571598,ADAPTIVE_TRAIL_HIT,1,1.0,0.6404,16.01,0.9602
1012,TRX,LONG,2024-10-30 05:00:00+00:00,2024-10-30 05:30:00+00:00,0.1669,0.16693281282356812,30m,21,0.9656386375427246,0.9359673857688904,5,2500.0,0.16613214287264272,ADAPTIVE_TRAIL_HIT,1,0.5,0.0983,2.46,0.9656
1013,TRX,LONG,2024-10-30 06:00:00+00:00,2024-10-30 06:30:00+00:00,0.1671,0.167143138053825,30m,23,0.9736764430999756,0.9514297246932983,5,2500.0,0.16633214287264272,ADAPTIVE_TRAIL_HIT,1,0.5,0.1291,3.23,0.9633
1014,TRX,LONG,2024-10-30 07:00:00+00:00,2024-10-30 09:00:00+00:00,0.1677,0.16766387914205458,1h,25,0.9696522951126099,0.8536379337310791,5,2500.0,0.1664678571778815,ADAPTIVE_TRAIL_HIT,2,2.0,-0.1077,-2.69,0.9721
1015,TRX,LONG,2024-10-30 12:00:00+00:00,2024-10-30 13:00:00+00:00,0.1685,0.16826943530564267,1h,30,0.9812731146812439,0.8739247918128967,5,2500.0,0.1672499999406282,ADAPTIVE_TRAIL_HIT,1,1.0,-0.6842,-17.1,0.9823
1016,LINK,LONG,2024-10-30 13:00:00+00:00,2024-10-30 15:00:00+00:00,12.15,12.1585236679816,1h,49,0.9632884860038757,0.9435429573059082,5,2500.0,11.805357152223587,ADAPTIVE_TRAIL_HIT,2,2.0,0.3508,8.77,0.9633
1017,TRX,LONG,2024-10-30 13:00:00+00:00,2024-10-30 14:00:00+00:00,0.1684,0.1684514630649226,1h,31,0.9830109477043152,0.880138635635376,5,2500.0,0.1671142857571598,ADAPTIVE_TRAIL_HIT,1,1.0,0.1528,3.82,0.9838
1018,TRX,LONG,2024-10-30 14:00:00+00:00,2024-10-30 15:00:00+00:00,0.1689,0.16871797699303148,1h,20,0.9858492612838745,0.9548564553260803,5,2500.0,0.16759642851990647,ADAPTIVE_TRAIL_HIT,1,1.0,-0.5388,-13.47,0.9851
1019,LINK,LONG,2024-10-30 15:00:00+00:00,2024-10-30 16:00:00+00:00,12.21,12.19133933657428,1h,51,0.9663768410682678,0.9362186193466187,5,2500.0,11.833214267194272,ADAPTIVE_TRAIL_HIT,1,1.0,-0.7642,-19.1,0.9674
1020,TRX,LONG,2024-10-30 15:00:00+00:00,2024-10-30 16:00:00+00:00,0.1687,0.1688903427759182,1h,21,0.9871804118156433,0.9609495997428894,5,2500.0,0.16737857142817228,ADAPTIVE_TRAIL_HIT,1,1.0,0.5641,14.1,0.9872
1021,TRX,LONG,2024-10-30 16:00:00+00:00,2024-10-30 17:00:00+00:00,0.1691,0.16906767005408832,1h,22,0.9888558387756348,0.9660077691078186,5,2500.0,0.16772500000745058,ADAPTIVE_TRAIL_HIT,1,1.0,-0.0956,-2.39,0.9889
1022,TRX,LONG,2024-10-30 17:00:00+00:00,2024-10-30 18:00:00+00:00,0.1693,0.16921601392878324,1h,23,0.9902526140213013,0.9703218936920166,5,2500.0,0.16788928567846306,ADAPTIVE_TRAIL_HIT,1,1.0,-0.248,-6.2,0.9899
1023,TRX,LONG,2024-10-30 18:00:00+00:00,2024-10-30 19:00:00+00:00,0.1692,0.16937287516359223,1h,24,0.9911034107208252,0.9735476970672607,5,2500.0,0.16782500000745057,ADAPTIVE_TRAIL_HIT,1,1.0,0.5109,12.77,0.991
1024,TRX,LONG,2024-10-30 19:00:00+00:00,2024-10-30 20:00:00+00:00,0.1694,0.16953652937455188,1h,25,0.9920114278793335,0.976176381111145,5,2500.0,0.1680071429157164,ADAPTIVE_TRAIL_HIT,1,1.0,0.403,10.07,0.992
1025,LINK,LONG,2024-10-30 20:00:00+00:00,2024-10-30 21:00:00+00:00,12.26,12.301942473942958,1h,56,0.9727208614349365,0.9505106210708618,5,2500.0,11.851071419417858,ADAPTIVE_TRAIL_HIT,1,1.0,1.7105,42.76,0.9726
1026,LINK,LONG,2024-10-30 21:00:00+00:00,2024-10-30 22:00:00+00:00,12.26,12.332374597384552,1h,57,0.9734762907028198,0.9531289935112,5,2500.0,11.845714302957058,ADAPTIVE_TRAIL_HIT,1,1.0,2.9517,73.79,0.9741
1027,LINK,LONG,2024-10-30 22:00:00+00:00,2024-10-31 00:00:00+00:00,12.43,12.378553346625075,1h,58,0.9748395085334778,0.9548890590667725,5,2500.0,12.004999995529651,ADAPTIVE_TRAIL_HIT,2,2.0,-2.0695,-51.74,0.9752
1028,TRX,LONG,2024-10-31 08:00:00+00:00,2024-10-31 08:30:00+00:00,0.1694,0.17024773179730787,30m,105,0.9773584008216858,0.8730290532112122,5,2500.0,0.1685428571229335,ADAPTIVE_TRAIL_HIT,1,0.5,2.5022,62.55,0.9765
1029,TRX,LONG,2024-10-31 09:00:00+00:00,2024-10-31 10:00:00+00:00,0.1697,0.17033959044993086,1h,57,0.9767451882362366,0.9241116046905518,5,2500.0,0.16855714285483117,ADAPTIVE_TRAIL_HIT,1,1.0,1.8845,47.11,0.9772
1030,TRX,LONG,2024-10-31 10:00:00+00:00,2024-10-31 11:00:00+00:00,0.1703,0.17042144529836697,1h,58,0.9776023626327515,0.9246323108673096,5,2500.0,0.16908571426961572,ADAPTIVE_TRAIL_HIT,1,1.0,0.3566,8.91,0.9774
1031,TRX,LONG,2024-10-31 11:00:00+00:00,2024-10-31 12:00:00+00:00,0.1701,0.1702964059617104,1h,69,0.9781343936920166,0.9471938014030457,5,2500.0,0.16890357143410947,ADAPTIVE_TRAIL_HIT,1,1.0,0.5773,14.43,0.978
1032,HBAR,SHORT,2024-10-31 12:00:00+00:00,2024-10-31 12:30:00+00:00,0.0471,0.046991073516733026,30m,32,0.9619929790496826,0.9009169340133667,5,2500.0,0.04792142854807899,ADAPTIVE_TRAIL_HIT,1,0.5,1.1563,28.91,0.9553
1033,HBAR,SHORT,2024-10-31 13:00:00+00:00,2024-10-31 13:30:00+00:00,0.047,0.04688447202656332,30m,34,0.9620169997215271,0.8936675786972046,5,2500.0,0.04785714287706651,ADAPTIVE_TRAIL_HIT,1,0.5,1.229,30.73,0.9607
1034,HBAR,SHORT,2024-10-31 14:00:00+00:00,2024-10-31 15:00:00+00:00,0.0464,0.046656749877174025,30m,36,0.9663834571838379,0.9014502167701721,5,2500.0,0.047364285718509924,ADAPTIVE_TRAIL_HIT,2,1.0,-2.7667,-69.17,0.9658
1035,HBAR,SHORT,2024-10-31 15:00:00+00:00,2024-10-31 15:30:00+00:00,0.0466,0.04660597387384986,30m,38,0.9697830080986023,0.9151955842971802,5,2500.0,0.04759999997473788,ADAPTIVE_TRAIL_HIT,1,0.5,-0.0641,-1.6,0.9692
1036,AVAX,SHORT,2024-10-31 16:00:00+00:00,2024-10-31 21:00:00+00:00,25.1,24.902132562128806,30m,40,0.9477867484092712,0.8211981058120728,3,1500.0,25.574999994039537,ADAPTIVE_TRAIL_HIT,10,5.0,2.3649,35.47,0.9595
1037,DOT,SHORT,2024-10-31 16:00:00+00:00,2024-10-31 19:30:00+00:00,3.978,3.92389544527847,30m,28,0.9639142155647278,0.8704819083213806,5,2500.0,4.0526428593993185,ADAPTIVE_TRAIL_HIT,7,3.5,6.8005,170.01,0.977
1038,ATOM,SHORT,2024-10-31 16:00:00+00:00,2024-10-31 20:00:00+00:00,4.282,4.239610133976769,1h,21,0.9665650725364685,0.883410632610321,5,2500.0,4.373964285820723,ADAPTIVE_TRAIL_HIT,4,4.0,4.9498,123.74,0.961
1039,NEAR,SHORT,2024-10-31 16:00:00+00:00,2024-10-31 16:15:00+00:00,4.105,4.1275109880803065,5m,65,0.9541105031967163,0.8973570466041565,5,2500.0,4.1458928561955695,ADAPTIVE_TRAIL_HIT,3,0.25,-2.7419,-68.55,0.9547
1040,NEAR,SHORT,2024-10-31 17:00:00+00:00,2024-10-31 17:05:00+00:00,4.09,4.100926327934369,5m,76,0.9674340486526489,0.9345904588699341,5,2500.0,4.132321430519223,ADAPTIVE_TRAIL_HIT,1,0.08,-1.3357,-33.39,0.9669
1041,NEAR,SHORT,2024-10-31 18:00:00+00:00,2024-10-31 18:45:00+00:00,4.053,4.057574716247221,5m,89,0.9722745418548584,0.9471814632415771,5,2500.0,4.096035713024437,ADAPTIVE_TRAIL_HIT,9,0.75,-0.5644,-14.11,0.9697
1042,NEAR,SHORT,2024-10-31 19:00:00+00:00,2024-10-31 19:10:00+00:00,4.047,4.049526220907133,5m,101,0.9751871228218079,0.9588351845741272,5,2500.0,4.100035714663565,ADAPTIVE_TRAIL_HIT,2,0.17,-0.3121,-7.8,0.9758
1043,NEAR,SHORT,2024-11-01 00:00:00+00:00,2024-11-01 00:30:00+00:00,4.067,4.04677657741477,30m,57,0.9627042412757874,0.9582913517951965,5,2500.0,4.15146428924799,ADAPTIVE_TRAIL_HIT,1,0.5,2.4863,62.16,0.9638
1044,NEAR,SHORT,2024-11-01 01:00:00+00:00,2024-11-01 01:30:00+00:00,4.019,4.033701860654615,30m,59,0.9659098982810974,0.9613299369812012,5,2500.0,4.099178575590253,ADAPTIVE_TRAIL_HIT,1,0.5,-1.829,-45.73,0.9674
1045,NEAR,SHORT,2024-11-01 02:00:00+00:00,2024-11-01 03:00:00+00:00,4.015,4.019058496532061,30m,61,0.9691200852394104,0.9643944501876831,5,2500.0,4.104821424335241,ADAPTIVE_TRAIL_HIT,2,1.0,-0.5054,-12.64,0.9704
1046,NEAR,SHORT,2024-11-01 03:00:00+00:00,2024-11-01 04:00:00+00:00,4.018,4.007666885887875,1h,32,0.9707372188568115,0.9641179442405701,5,2500.0,4.141392855748534,ADAPTIVE_TRAIL_HIT,1,1.0,1.2859,32.15,0.9674
1047,NEAR,SHORT,2024-11-01 04:00:00+00:00,2024-11-01 04:30:00+00:00,4.023,4.007266842611055,30m,65,0.9717124104499817,0.9650620222091675,5,2500.0,4.1106785721629855,ADAPTIVE_TRAIL_HIT,1,0.5,1.9554,48.89,0.9712
1048,NEAR,SHORT,2024-11-01 05:00:00+00:00,2024-11-01 05:30:00+00:00,4.02,3.999680357767289,30m,67,0.971794843673706,0.9638233184814453,5,2500.0,4.104821432828903,ADAPTIVE_TRAIL_HIT,1,0.5,2.5273,63.18,0.972
1049,NEAR,SHORT,2024-11-01 06:00:00+00:00,2024-11-01 07:00:00+00:00,3.955,3.9728366769563155,1h,35,0.9736475348472595,0.9674600958824158,5,2500.0,4.066428573727608,ADAPTIVE_TRAIL_HIT,1,1.0,-2.255,-56.37,0.9735
1050,NEAR,SHORT,2024-11-01 07:00:00+00:00,2024-11-01 08:00:00+00:00,3.936,3.961124590195715,1h,36,0.9756138324737549,0.9700077176094055,5,2500.0,4.049392854109406,ADAPTIVE_TRAIL_HIT,1,1.0,-3.1916,-79.79,0.9757
1051,AVAX,SHORT,2024-11-02 12:00:00+00:00,2024-11-03 20:00:00+00:00,24.19,23.42986884341195,1h,107,0.9406791925430298,0.9599846005439758,3,1500.0,24.595357144773008,ADAPTIVE_TRAIL_HIT,32,32.0,9.427,141.41,0.9567
1052,ATOM,SHORT,2024-11-02 12:00:00+00:00,2024-11-02 20:00:00+00:00,4.108,4.0934122960573465,1h,96,0.9551564455032349,0.963896632194519,5,2500.0,4.172642857760191,ADAPTIVE_TRAIL_HIT,8,8.0,1.7755,44.39,0.9589
1053,UNI,SHORT,2024-11-02 12:00:00+00:00,2024-11-02 12:30:00+00:00,7.388,7.395052612904253,30m,20,0.967957079410553,0.9584543704986572,5,2500.0,7.496928568661213,ADAPTIVE_TRAIL_HIT,1,0.5,-0.4773,-11.93,0.9702
1054,UNI,SHORT,2024-11-02 13:00:00+00:00,2024-11-02 13:15:00+00:00,7.371,7.388901469024091,5m,118,0.972063422203064,0.9149180054664612,5,2500.0,7.424214286454022,ADAPTIVE_TRAIL_HIT,3,0.25,-1.2143,-30.36,0.9723
1055,MANA,SHORT,2024-11-02 13:00:00+00:00,2024-11-02 13:30:00+00:00,0.2836,0.2835838715954021,30m,27,0.9335271716117859,0.893103301525116,3,1500.0,0.28677857135087254,ADAPTIVE_TRAIL_HIT,1,0.5,0.0171,0.26,0.9257
1056,UNI,SHORT,2024-11-02 14:00:00+00:00,2024-11-02 14:15:00+00:00,7.343,7.364150231372694,5m,134,0.9758214950561523,0.9388797283172607,5,2500.0,7.405321429140866,ADAPTIVE_TRAIL_HIT,3,0.25,-1.4402,-36.0,0.9771
1057,MANA,SHORT,2024-11-02 14:00:00+00:00,2024-11-02 15:30:00+00:00,0.2817,0.28186991234851355,30m,27,0.9352813363075256,0.8407579064369202,3,1500.0,0.2855928570575081,ADAPTIVE_TRAIL_HIT,3,1.5,-0.181,-2.71,0.941
1058,UNI,SHORT,2024-11-02 15:00:00+00:00,2024-11-02 15:20:00+00:00,7.318,7.343716635822115,5m,142,0.9797211289405823,0.9500852823257446,5,2500.0,7.368535714253783,ADAPTIVE_TRAIL_HIT,4,0.33,-1.7571,-43.93,0.9798
1059,NEAR,SHORT,2024-11-02 20:00:00+00:00,2024-11-03 00:00:00+00:00,3.817,3.829115411533302,1h,109,0.9733399748802185,0.9683343172073364,5,2500.0,3.9328928591758014,ADAPTIVE_TRAIL_HIT,4,4.0,-1.587,-39.68,0.9744
1060,LINK,SHORT,2024-11-03 00:00:00+00:00,2024-11-03 00:30:00+00:00,11.21,11.031578525958842,30m,166,0.9094854593276978,0.9146966934204102,3,1500.0,11.361785714551807,ADAPTIVE_TRAIL_HIT,1,0.5,4.7749,71.62,0.9086
1061,ATOM,SHORT,2024-11-03 00:00:00+00:00,2024-11-03 01:00:00+00:00,4.098,4.077026237168172,1h,108,0.9657764434814453,0.9722550511360168,5,2500.0,4.179428568810224,ADAPTIVE_TRAIL_HIT,1,1.0,2.559,63.98,0.9662
1062,NEAR,SHORT,2024-11-03 00:00:00+00:00,2024-11-03 01:00:00+00:00,3.815,3.823745199201517,1h,113,0.9759718179702759,0.9715104699134827,5,2500.0,3.931071430966258,ADAPTIVE_TRAIL_HIT,1,1.0,-1.1462,-28.65,0.9765
1063,LINK,SHORT,2024-11-03 01:00:00+00:00,2024-11-03 01:30:00+00:00,11.19,11.031530396727494,30m,170,0.9086647033691406,0.9127150774002075,3,1500.0,11.343571432456374,ADAPTIVE_TRAIL_HIT,1,0.5,4.2485,63.73,0.9081
1064,ALGO,SHORT,2024-11-03 01:00:00+00:00,2024-11-03 02:00:00+00:00,0.1129,0.11267047610224644,1h,22,0.8885083794593811,0.8434800505638123,2,1000.0,0.11513214286961593,ADAPTIVE_TRAIL_HIT,1,1.0,0.4066,4.07,0.8981
1065,ICP,SHORT,2024-11-03 01:00:00+00:00,2024-11-03 02:00:00+00:00,7.44,7.456348150467011,1h,25,0.95278400182724,0.9301950931549072,5,1875.0,7.649642853587866,ADAPTIVE_TRAIL_HIT,1,1.0,-1.0987,-20.6,0.9438
1066,LINK,SHORT,2024-11-03 02:00:00+00:00,2024-11-03 04:00:00+00:00,10.91,10.982761577871937,1h,87,0.9103927612304688,0.9457888603210449,3,1500.0,11.20107142239809,ADAPTIVE_TRAIL_HIT,2,2.0,-2.0008,-30.01,0.9121
1067,SOL,SHORT,2024-11-03 02:00:00+00:00,2024-11-03 02:05:00+00:00,164.12,163.9930879698258,5m,23,0.958794891834259,0.9514957070350647,5,2500.0,165.19321426272393,ADAPTIVE_TRAIL_HIT,1,0.08,0.3866,9.67,0.959
1068,ATOM,SHORT,2024-11-03 02:00:00+00:00,2024-11-03 04:00:00+00:00,3.976,4.060049560331605,1h,110,0.9667235016822815,0.969524621963501,5,2500.0,4.075821425974369,ADAPTIVE_TRAIL_HIT,2,2.0,-10.5696,-264.24,0.9678
1069,DOT,SHORT,2024-11-03 03:00:00+00:00,2024-11-03 06:00:00+00:00,3.79,3.8291882110081423,1h,108,0.9303613901138306,0.923671543598175,3,1500.0,3.8844642815738917,ADAPTIVE_TRAIL_HIT,3,3.0,-3.102,-46.53,0.9306
1070,ICP,SHORT,2024-11-03 08:00:00+00:00,2024-11-03 09:00:00+00:00,7.315,7.282656205507282,1h,32,0.9666239023208618,0.9136216044425964,5,1875.0,7.53428571164608,ADAPTIVE_TRAIL_HIT,1,1.0,2.2108,41.45,0.9696
